OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu00005,0.018414,0.000211,0.004841,0.056845,0.000311,0.005875,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Romboutsia(100),
Otu00009,0.005861,5e-06,0.000747,0.010088,1e-06,0.000316,0.000999,0.0345969473684211,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Burkholderiales(100),Sutterellaceae(98),Parasutterella(98),
Otu00018,0.009888,3.5e-05,0.001958,0.029213,3.6e-05,0.001986,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00019,0.006366,1.7e-05,0.00137,0.03235,0.000265,0.005427,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),
Otu00020,0.002313,2e-06,0.000518,2.7e-05,0,1.4e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00026,0.018547,1.6e-05,0.001314,0.006679,1e-06,0.000404,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00028,0,0,0,0.021079,1.4e-05,0.001235,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Turicibacter(100),
Otu00031,0.007317,1.5e-05,0.001301,0.002505,1e-06,0.000243,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00036,0.013058,0.000254,0.005316,0.000133,0,4.3e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(63),Firmicutes_unclassified(63),Firmicutes_unclassified(63),Firmicutes_unclassified(63),
Otu00037,0.003236,1.3e-05,0.001185,0.026588,4.2e-05,0.002156,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidia(99),Bacteroidales(99),Bacteroidales_unclassified(99),Bacteroidales_unclassified(99),
Otu00058,0.012041,0.000195,0.004651,0.000591,0,0.000135,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00061,0.001675,1e-06,0.000268,2e-05,0,1.4e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Flavonifractor(100),
Otu00070,0.001163,0,0.000179,0.000106,0,3.1e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(59),
Otu00075,1.3e-05,0,9e-06,0.008114,6.7e-05,0.002726,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidia(99),Bacteroidales(99),Bacteroidales_unclassified(99),Bacteroidales_unclassified(99),
Otu00079,0,0,0,0.022189,0.000309,0.005861,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00081,0.002399,4e-06,0.000637,3.3e-05,0,2e-05,0.000999,0.0345969473684211,Bacteria(100),Proteobacteria(100),Proteobacteria_unclassified(98),Proteobacteria_unclassified(98),Proteobacteria_unclassified(98),Proteobacteria_unclassified(98),
Otu00084,0.003901,8e-06,0.000963,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00085,0.008865,9.3e-05,0.003219,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00090,0.002313,2e-06,0.000448,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(98),
Otu00091,0.001176,0,0.000206,1e-04,0,2.2e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00094,0.001116,2e-06,0.000454,1.3e-05,0,9e-06,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00095,0.005815,7e-06,0.000868,0.001243,0,0.000212,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00101,1e-04,0,1e-04,0.004738,6e-06,0.000842,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00104,0.004014,3e-06,0.000615,0.001316,0,0.000172,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00110,0.002153,1e-06,0.00024,0.000711,0,9.6e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(61),Ruminococcaceae_unclassified(61),
Otu00111,0.005316,7e-06,0.000894,0.000326,0,6.5e-05,0.000999,0.0345969473684211,Bacteria(100),Proteobacteria(100),Betaproteobacteria(99),Betaproteobacteria_unclassified(98),Betaproteobacteria_unclassified(98),Betaproteobacteria_unclassified(98),
Otu00113,5.3e-05,0,1.9e-05,0.002612,1e-06,0.000382,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Enterococcaceae(100),Enterococcus(99),
Otu00119,0.001648,0,0.000128,0.000505,0,0.000147,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00120,0.000611,0,9e-05,0.000246,0,3.8e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00129,0.001302,0,0.000163,0.002658,0,0.000189,0.000999,0.0345969473684211,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Enterorhabdus(100),
Otu00130,0.000691,0,0.000109,0.003263,5e-06,0.000728,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00132,7.3e-05,0,7.3e-05,0.002585,1.7e-05,0.00138,0.000999,0.0345969473684211,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Coriobacteriaceae_unclassified(100),
Otu00134,0.001621,0,0.000232,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00136,0.002851,5e-06,0.000716,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00142,0.001455,1e-06,0.000245,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00144,0.000512,2e-06,0.000512,0.004001,2e-06,0.000423,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00149,0.000837,0,0.000191,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00153,0.001309,0,0.000163,0.000379,0,8.2e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00154,7.3e-05,0,2.2e-05,0.002858,2e-06,0.000507,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Erysipelotrichia(99),Erysipelotrichales(99),Erysipelotrichaceae(99),Erysipelotrichaceae_unclassified(99),
Otu00161,0.000146,0,3.7e-05,0.001947,0,0.00015,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00166,0.000731,0,0.000188,5.3e-05,0,2.7e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00171,0.00103,0,0.000128,0.000246,0,7e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(94),
Otu00172,0.001914,5e-06,0.000729,7e-06,0,7e-06,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00175,0.000804,0,0.000199,1.3e-05,0,9e-06,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00179,0.000292,0,3.8e-05,2e-05,0,2e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Intestinimonas(91),
Otu00188,0,0,0,0.002519,3e-06,0.000535,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Roseburia(100),
Otu00191,0.002485,4e-06,7e-04,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(93),Firmicutes_unclassified(93),Firmicutes_unclassified(93),Firmicutes_unclassified(93),
Otu00192,0.000565,0,9.8e-05,0.001382,0,0.000198,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00195,0.000512,0,5.9e-05,0.000186,0,2.9e-05,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00200,0.000817,1e-06,0.000237,7e-06,0,7e-06,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00202,0.000904,0,0.000202,0.000299,0,4.9e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00203,1.3e-05,0,9e-06,0.001621,1e-06,0.000309,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00212,0.001123,0,0.000195,7e-06,0,7e-06,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Erysipelotrichia(87),Erysipelotrichales(87),Erysipelotrichaceae(87),Erysipelotrichaceae_unclassified(87),
Otu00221,0.000233,0,7.6e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00225,0.000924,0,0.000161,0.000279,0,4.1e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00226,0.000552,0,9.3e-05,5.3e-05,0,2.3e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00227,0.000665,1e-06,0.000243,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00232,0.000113,0,3.4e-05,7e-06,0,7e-06,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00234,7.3e-05,0,2.2e-05,0.000365,0,6.5e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(98),Clostridia(98),Clostridiales(97),Ruminococcaceae(95),Ruminococcaceae_unclassified(95),
Otu00235,0.000552,1e-06,0.000268,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00240,0.000512,0,0.000108,7e-06,0,7e-06,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00251,0.000478,0,0.000105,7e-06,0,7e-06,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00255,0.000851,0,0.000152,7e-06,0,7e-06,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00259,0.000758,0,0.000109,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00261,0.000292,0,5.5e-05,0.000937,0,6.7e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00263,0.000977,0,0.000105,1e-04,0,5.6e-05,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00270,0.000193,0,6.6e-05,0.000917,0,0.000132,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),
Otu00271,0.000572,0,9.8e-05,7e-06,0,7e-06,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00278,3.3e-05,0,1.8e-05,0.000199,0,4e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00282,0.000585,0,0.000111,0.000153,0,3.2e-05,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00289,0.000744,0,0.000123,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00295,0.000166,0,4.2e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00296,0,0,0,0.001668,3e-06,0.000528,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00297,8.6e-05,0,2.7e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Coriobacteriaceae_unclassified(100),
Otu00301,0.000106,0,2.4e-05,0.000585,0,9.9e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00304,7.3e-05,0,2.4e-05,0.000578,0,0.000103,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00306,0.000718,0,0.000108,2.7e-05,0,1.4e-05,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidia(99),Bacteroidales(99),Bacteroidales_unclassified(81),Bacteroidales_unclassified(81),
Otu00309,7e-06,0,7e-06,8e-05,0,3e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(98),
Otu00313,0.000113,0,2.3e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Butyricicoccus(100),
Otu00318,0.000326,0,7.4e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00324,0.000684,0,0.000185,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(99),Porphyromonadaceae_unclassified(99),
Otu00327,7.3e-05,0,3.3e-05,0.000545,0,9.1e-05,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(58),Bacteroidetes_unclassified(58),Bacteroidetes_unclassified(58),Bacteroidetes_unclassified(58),
Otu00329,0.000346,0,7.5e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00330,0.000572,0,9.4e-05,7e-06,0,7e-06,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00341,0.000452,0,5.1e-05,7e-06,0,7e-06,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00360,7.3e-05,0,1.9e-05,7e-06,0,7e-06,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00361,0.000572,0,0.000129,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00364,0.000179,0,4.3e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00372,0,0,0,8e-05,0,5.4e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00384,0.000226,0,7.5e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00393,0.000166,0,3.3e-05,1.3e-05,0,9e-06,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(80),
Otu00397,0.000193,0,0.000193,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00400,0.000126,0,3.1e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00403,0.000106,0,4.3e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00410,0.000113,0,5.1e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(94),Firmicutes_unclassified(92),Firmicutes_unclassified(92),Firmicutes_unclassified(92),Firmicutes_unclassified(92),
Otu00415,0.000319,0,0.000106,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00421,0,0,0,8e-05,0,3e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(99),
Otu00444,7.3e-05,0,2.4e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00445,0.000246,1e-06,0.000246,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00459,0.00014,0,4e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(99),
Otu00515,8.6e-05,0,4e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(99),
Otu00516,0,0,0,0.000186,0,4.2e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00536,0.00012,0,4e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00547,1e-04,0,2.4e-05,7e-06,0,7e-06,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(75),Bacteroidales_unclassified(75),
Otu00559,0.00012,0,3e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00576,8e-05,0,3.5e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00577,9.3e-05,0,9.3e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidia(89),Bacteroidales(89),Bacteroidales_unclassified(89),Bacteroidales_unclassified(89),
Otu00626,7.3e-05,0,2.2e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00629,0.000113,0,3.1e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00693,8e-05,0,6.1e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00772,6e-05,0,2e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00880,7.3e-05,0,7.3e-05,0,0,0,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01201,0,0,0,6e-05,0,2.8e-05,0.000999,0.0345969473684211,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01211,0,0,0,6.6e-05,0,4.6e-05,0.000999,0.0345969473684211,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00071,0.005456,4e-06,0.000656,0.002,1e-06,0.00036,0.001998,0.0606777230769231,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(92),
Otu00107,0.002751,8e-06,0.000949,0.000306,0,0.000119,0.001998,0.0606777230769231,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00147,0.000917,0,0.000178,0.000166,0,5.3e-05,0.001998,0.0606777230769231,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Intestinimonas(100),
Otu00196,0.001515,1e-06,0.000258,0.000572,0,9e-05,0.001998,0.0606777230769231,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),
Otu00211,0.000352,0,6.1e-05,1e-04,0,2.4e-05,0.001998,0.0606777230769231,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00258,0.000146,0,2e-05,4e-05,0,1.7e-05,0.001998,0.0606777230769231,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(95),
Otu00280,0.000199,0,6.3e-05,0.000478,0,3.7e-05,0.001998,0.0606777230769231,Bacteria(100),Bacteroidetes(99),Bacteroidetes_unclassified(99),Bacteroidetes_unclassified(99),Bacteroidetes_unclassified(99),Bacteroidetes_unclassified(99),
Otu00356,0.000299,0,5.6e-05,6.6e-05,0,1.9e-05,0.001998,0.0606777230769231,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00376,0.000459,0,0.000201,1.3e-05,0,9e-06,0.001998,0.0606777230769231,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(95),Porphyromonadaceae_unclassified(95),
Otu00391,3.3e-05,0,1.1e-05,0.000166,0,4.2e-05,0.001998,0.0606777230769231,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
