OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu00001,0.160546,0.000133,0.003332,0.025797,0.000185,0.004536,0.000999,0.0220394139344262,Bacteria(100),Candidatus_Saccharibacteria(100),Candidatus_Saccharibacteria_unclassified(100),Candidatus_Saccharibacteria_unclassified(100),Candidatus_Saccharibacteria_unclassified(100),Candidatus_Saccharibacteria_unclassified(100),
Otu00002,0.031728,7.6e-05,0.002511,0.130456,0.002044,0.015071,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00003,0.026764,3.9e-05,0.001801,0.001349,1.3e-05,0.0012,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Alloprevotella(100),
Otu00004,0.05623,3.2e-05,0.001642,0.091966,0.000646,0.008472,0.000999,0.0220394139344262,Bacteria(100),Proteobacteria(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),
Otu00006,0.03285,7.6e-05,0.00252,0.001196,0,0.000189,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00007,0.008378,5e-06,0.000624,0.042697,0.000355,0.006277,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(78),Bacteroidetes_unclassified(78),Bacteroidetes_unclassified(78),Bacteroidetes_unclassified(78),
Otu00008,0.000658,0,0.000182,0.074482,0.000671,0.008633,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00009,0.017006,1e-04,0.002886,0.005861,5e-06,0.000747,0.000999,0.0220394139344262,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Burkholderiales(100),Sutterellaceae(98),Parasutterella(98),
Otu00010,0.065072,0.001567,0.011426,1e-04,0,3.2e-05,0.000999,0.0220394139344262,Bacteria(100),Proteobacteria(100),Epsilonproteobacteria(100),Campylobacterales(100),Helicobacteraceae(100),Helicobacter(100),
Otu00011,0.016587,8.8e-05,0.002703,0.044052,0.000105,0.003416,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00012,0.019562,0.000256,0.004621,6e-05,0,3.2e-05,0.000999,0.0220394139344262,Bacteria(100),Deferribacteres(100),Deferribacteres(100),Deferribacterales(100),Deferribacteraceae(100),Mucispirillum(100),
Otu00014,0.02033,0.00015,0.003534,4.7e-05,0,1.3e-05,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),
Otu00015,0.033323,0.000209,0.004169,5.3e-05,0,2.1e-05,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00016,0.024163,9.5e-05,0.002808,0.006785,1e-05,0.001035,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Intestinimonas(100),
Otu00017,0.032456,0.000116,0.003113,7e-06,0,7e-06,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00021,0.006948,2e-06,0.000453,1.3e-05,0,9e-06,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Parabacteroides(100),
Otu00022,0.030961,0.00033,0.005244,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00023,0.000125,0,2.8e-05,0.02508,4.3e-05,0.002174,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00025,0,0,0,0.024382,0.00031,0.005866,0.000999,0.0220394139344262,Bacteria(100),Tenericutes(100),Mollicutes(100),Anaeroplasmatales(100),Anaeroplasmataceae(100),Anaeroplasma(100),
Otu00026,0.003195,3e-06,0.000535,0.018547,1.6e-05,0.001314,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00028,0.000513,0,0.000129,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Turicibacter(100),
Otu00030,0.004311,2e-06,0.000364,0.000997,0,0.000207,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Parabacteroides(100),
Otu00038,0.004471,9e-06,0.000857,0.00216,0,0.000137,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(84),
Otu00040,0.014683,0.000238,0.004458,0.000372,0,9.3e-05,0.000999,0.0220394139344262,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Verrucomicrobiales(100),Verrucomicrobiaceae(100),Akkermansia(100),
Otu00041,0.010546,2.2e-05,0.001344,1.3e-05,0,9e-06,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00044,0.005527,5e-06,0.000665,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Paraprevotella(100),
Otu00045,0.001665,0,0.000128,2e-05,0,1.4e-05,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(90),Bacteroidetes_unclassified(90),Bacteroidetes_unclassified(90),Bacteroidetes_unclassified(90),
Otu00047,0.010631,4.8e-05,0.001993,2e-05,0,1e-05,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(96),Porphyromonadaceae_unclassified(73),
Otu00051,0,0,0,0.016089,5.8e-05,0.002542,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00052,0.013317,7e-06,0.000763,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00053,0.007023,3e-06,0.000476,0.001834,0,0.000188,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(86),Bacteroidales(86),Bacteroidales_unclassified(85),Bacteroidales_unclassified(85),
Otu00054,0.012789,0.000142,0.003438,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(98),Odoribacter(98),
Otu00056,0.000384,0,0.000105,0.005894,2.6e-05,0.001688,0.000999,0.0220394139344262,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacterium(100),
Otu00058,0,0,0,0.012041,0.000195,0.004651,0.000999,0.0220394139344262,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00059,0.000867,0,0.000139,0.002944,1e-06,0.000354,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00062,0.002751,2e-06,0.000427,0.008446,5e-06,0.000716,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00063,0.004889,5e-06,0.000625,0.001994,0,0.000159,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(99),Bacteroidales(99),Bacteroidales_unclassified(99),Bacteroidales_unclassified(99),
Otu00064,0,0,0,0.011556,5.4e-05,0.002452,0.000999,0.0220394139344262,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00066,0.001057,1e-06,0.000267,0.004446,1e-06,0.000244,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00067,0,0,0,0.008433,3e-06,0.000556,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Barnesiella(99),
Otu00069,0.00468,2e-06,0.000377,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00070,0.003275,1e-06,0.000262,0.001163,0,0.000179,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(59),
Otu00072,0.000967,0,9.9e-05,0.004034,1e-06,0.000389,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(99),Clostridia(99),Clostridia_unclassified(99),Clostridia_unclassified(99),Clostridia_unclassified(99),
Otu00073,0.000339,0,9.5e-05,0.006227,1.2e-05,0.001151,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Clostridium_XVIII(100),
Otu00075,0.003539,2e-06,0.000381,1.3e-05,0,9e-06,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(99),Bacteroidales(99),Bacteroidales_unclassified(99),Bacteroidales_unclassified(99),
Otu00077,0.007825,4.3e-05,0.001903,2.7e-05,0,1.1e-05,0.000999,0.0220394139344262,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00081,0.000488,0,5.1e-05,0.002399,4e-06,0.000637,0.000999,0.0220394139344262,Bacteria(100),Proteobacteria(100),Proteobacteria_unclassified(98),Proteobacteria_unclassified(98),Proteobacteria_unclassified(98),Proteobacteria_unclassified(98),
Otu00085,0,0,0,0.008865,9.3e-05,0.003219,0.000999,0.0220394139344262,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00086,0.000882,1e-06,0.000333,0.006001,6e-06,0.000828,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00087,0,0,0,0.004931,8e-06,0.000919,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(99),Porphyromonadaceae_unclassified(99),
Otu00089,0.000558,0,0.000136,0.003143,6e-06,0.000798,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00092,0.002562,2e-06,0.000409,1.3e-05,0,9e-06,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),
Otu00093,0.000314,0,5.3e-05,0.00325,2e-06,0.00044,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVb(100),
Otu00095,0.000503,0,1e-04,0.005815,7e-06,0.000868,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00097,4e-05,0,1.9e-05,0.002858,0,0.000231,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00098,9.5e-05,0,2e-05,0.00113,1e-06,0.000249,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(99),
Otu00099,0.001485,1e-06,0.000246,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00100,0.000987,0,0.000194,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(99),Bacteroidales_unclassified(99),
Otu00101,0.001151,0,0.000116,1e-04,0,1e-04,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00104,0,0,0,0.004014,3e-06,0.000615,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00106,0.001067,0,9.3e-05,0.000545,0,6.4e-05,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00111,0,0,0,0.005316,7e-06,0.000894,0.000999,0.0220394139344262,Bacteria(100),Proteobacteria(100),Betaproteobacteria(99),Betaproteobacteria_unclassified(98),Betaproteobacteria_unclassified(98),Betaproteobacteria_unclassified(98),
Otu00112,0.001764,1e-06,0.000309,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Odoribacter(100),
Otu00114,0.00015,0,4.8e-05,0.002685,2e-06,0.00048,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00115,0,0,0,0.001096,1e-06,0.000258,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00116,0.000279,0,7.1e-05,0.002778,2e-06,0.000413,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Parabacteroides(100),
Otu00118,0.003324,1e-06,0.000286,7e-06,0,7e-06,0.000999,0.0220394139344262,Bacteria(100),Candidatus_Saccharibacteria(100),Candidatus_Saccharibacteria_unclassified(100),Candidatus_Saccharibacteria_unclassified(100),Candidatus_Saccharibacteria_unclassified(100),Candidatus_Saccharibacteria_unclassified(100),
Otu00119,0.000314,0,6.3e-05,0.001648,0,0.000128,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00121,0.002313,0,0.000148,7e-06,0,7e-06,0.000999,0.0220394139344262,Bacteria(100),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),
Otu00122,0.000125,0,4.7e-05,0.003057,1e-06,0.000324,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00124,0.000184,0,2.7e-05,0.002273,1e-06,0.000325,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00125,0.000997,1e-06,0.000252,7e-06,0,7e-06,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00127,0.000105,0,3e-05,0.001754,2e-06,0.000408,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00129,0.000229,0,6.7e-05,0.001302,0,0.000163,0.000999,0.0220394139344262,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Enterorhabdus(100),
Otu00130,5e-05,0,1.6e-05,0.000691,0,0.000109,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00132,0,0,0,7.3e-05,0,7.3e-05,0.000999,0.0220394139344262,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Coriobacteriaceae_unclassified(100),
Otu00135,0.000294,0,3.3e-05,0.001389,0,0.000127,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(95),Bacteroidales(95),Bacteroidales_unclassified(88),Bacteroidales_unclassified(88),
Otu00136,0,0,0,0.002851,5e-06,0.000716,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00137,0,0,0,0.001901,2e-06,0.00043,0.000999,0.0220394139344262,Bacteria(100),Tenericutes(100),Mollicutes(100),Anaeroplasmatales(100),Anaeroplasmataceae(100),Anaeroplasma(100),
Otu00145,0.000643,0,5.9e-05,9.3e-05,0,2e-05,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(72),Clostridiales_unclassified(72),
Otu00146,0,0,0,0.00224,8e-06,0.000937,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00147,0.000234,0,3.7e-05,0.000917,0,0.000178,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Intestinimonas(100),
Otu00153,0.000249,0,4.6e-05,0.001309,0,0.000163,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00157,2e-05,0,1.1e-05,0.001582,0,0.000214,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(99),Porphyromonadaceae_unclassified(99),
Otu00158,0.001171,0,0.000108,0.000272,0,0.000118,0.000999,0.0220394139344262,Bacteria(100),Candidatus_Saccharibacteria(100),Candidatus_Saccharibacteria_unclassified(100),Candidatus_Saccharibacteria_unclassified(100),Candidatus_Saccharibacteria_unclassified(100),Candidatus_Saccharibacteria_unclassified(100),
Otu00159,0.001156,0,0.00016,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00160,0.001296,0,0.000142,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00162,0.000797,0,7.7e-05,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(97),Bacteroidales_unclassified(97),
Otu00163,0.000832,0,0.000196,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(98),Porphyromonadaceae_unclassified(98),
Otu00165,0.001331,0,7.9e-05,8.6e-05,0,3.7e-05,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00168,0.001047,0,0.000148,7e-06,0,7e-06,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(87),Porphyromonadaceae_unclassified(87),
Otu00169,0.000483,0,5.8e-05,1.3e-05,0,9e-06,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(57),Bacteroidales(57),Bacteroidales_unclassified(53),Bacteroidales_unclassified(53),
Otu00170,0.000538,0,0.000158,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(99),Bacteroidales(99),Bacteroidales_unclassified(99),Bacteroidales_unclassified(99),
Otu00172,0,0,0,0.001914,5e-06,0.000729,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00173,0.0015,2e-06,0.000401,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(99),Bacteroidales_unclassified(99),
Otu00177,0.000229,0,6.3e-05,0.000937,0,0.000134,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00178,0.00143,1e-06,0.000268,7e-06,0,7e-06,0.000999,0.0220394139344262,Bacteria(100),Proteobacteria(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),
Otu00180,0.001719,2e-06,0.000438,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00181,0.001191,0,0.000116,0.000206,0,0.000121,0.000999,0.0220394139344262,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00191,0,0,0,0.002485,4e-06,7e-04,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(93),Firmicutes_unclassified(93),Firmicutes_unclassified(93),Firmicutes_unclassified(93),
Otu00194,0.001126,0,0.000185,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00196,0,0,0,0.001515,1e-06,0.000258,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),Bacteroidetes_unclassified(97),
Otu00198,0.000598,0,7.4e-05,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00199,2.5e-05,0,1.4e-05,0.000977,0,0.000122,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00202,0.00015,0,3.6e-05,0.000904,0,0.000202,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00205,0.000782,0,0.000188,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00206,0.000663,0,9.5e-05,0.000106,0,5.2e-05,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00212,1e-04,0,3.7e-05,0.001123,0,0.000195,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Erysipelotrichia(87),Erysipelotrichales(87),Erysipelotrichaceae(87),Erysipelotrichaceae_unclassified(87),
Otu00214,0,0,0,0.000897,0,0.000102,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Parabacteroides(100),
Otu00215,4e-05,0,1.7e-05,0.001096,1e-06,0.00032,0.000999,0.0220394139344262,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00218,0,0,0,0.000857,1e-06,0.000274,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00225,3e-05,0,1.2e-05,0.000924,0,0.000161,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00231,1e-04,0,2.1e-05,7e-06,0,7e-06,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00238,8e-05,0,2.1e-05,0.000399,0,9.2e-05,0.000999,0.0220394139344262,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Enterorhabdus(100),
Otu00244,0,0,0,0.000478,0,0.000205,0.000999,0.0220394139344262,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00246,0,0,0,0.000113,0,2.9e-05,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00250,0.000613,0,0.000102,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00252,9e-05,0,2.8e-05,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Alloprevotella(100),
Otu00253,1.5e-05,0,1.1e-05,0.000731,1e-06,0.000309,0.000999,0.0220394139344262,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00255,3e-05,0,9e-06,0.000851,0,0.000152,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00256,0.000334,0,3.3e-05,0,0,0,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00258,0.000663,0,0.000131,0.000146,0,2e-05,0.000999,0.0220394139344262,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(95),
